Anio,Mes,Dia,Hora,TotalGeneradas,TotalCanceladas,TotalCanceladasConCupones,TotalNoCanceladasConCupones,TotalNoCanceladasSinCupones
2015,10,11,7,108,4,0,1,103
2015,10,11,8,103,4,0,0,99
2015,10,11,9,85,1,0,0,84
2015,10,11,10,231,9,0,3,219
2015,10,11,11,405,19,1,1,385
2015,10,11,12,703,29,0,3,671
2015,10,11,13,843,39,3,4,800
2015,10,11,14,1025,51,4,7,967
2015,10,11,15,1190,62,2,10,1118
2015,10,11,16,970,47,2,4,919
2015,10,11,17,1057,50,1,5,1002
2015,10,11,18,1217,47,3,11,1159
2015,10,11,19,1137,43,1,6,1088
2015,10,11,20,1094,61,1,13,1020
2015,10,11,21,1220,66,1,9,1145
2015,10,11,22,1348,70,1,14,1264
2015,10,11,23,1403,62,2,15,1326
2015,10,12,0,1343,62,1,9,1272
2015,10,12,1,1338,55,0,7,1276
2015,10,12,2,1185,54,0,4,1127
2015,10,12,3,799,33,0,5,761
2015,10,12,4,542,24,1,5,513
2015,10,12,5,279,8,0,1,270
2015,10,12,6,156,7,0,1,148
2015,10,12,7,110,4,0,1,105
2015,10,12,8,80,4,0,0,76
2015,10,12,9,103,8,0,0,95
2015,10,12,10,177,8,0,1,168
2015,10,12,11,368,23,0,1,344
2015,10,12,12,697,38,0,2,657
2015,10,12,13,981,55,0,4,922
2015,10,12,14,1203,66,2,10,1127
2015,10,12,15,1192,67,4,13,1112
2015,10,12,16,1243,65,2,5,1173
2015,10,12,17,1213,60,1,8,1145
2015,10,12,18,1309,57,1,12,1240
2015,10,12,19,1271,63,1,13,1195
2015,10,12,20,1291,54,4,15,1222
2015,10,12,21,1490,75,3,18,1397
2015,10,12,22,1681,82,7,21,1578
2015,10,12,23,1623,76,2,13,1534
2015,10,13,0,1842,80,1,12,1750
2015,10,13,1,1744,80,3,11,1653
2015,10,13,2,1340,63,1,5,1272
2015,10,13,3,1075,45,1,18,1012
2015,10,13,4,618,32,2,8,578
2015,10,13,5,273,8,0,2,263
2015,10,13,6,134,4,0,1,129
2015,10,13,7,69,8,0,0,61
2015,10,13,8,79,1,0,1,77
2015,10,13,9,147,6,0,2,139
2015,10,13,10,392,22,0,2,368
2015,10,13,11,809,33,0,9,767
2015,10,13,12,1369,71,3,17,1281
2015,10,13,13,1721,87,5,26,1608
2015,10,13,14,2089,85,4,19,1985
2015,10,13,15,1992,106,2,25,1861
2015,10,13,16,1823,97,3,15,1711
2015,10,13,17,1933,97,6,18,1818
2015,10,13,18,1780,82,3,11,1687
2015,10,13,19,1894,95,3,17,1782
2015,10,13,20,1851,115,7,11,1725
2015,10,13,21,1727,96,3,25,1606
2015,10,13,22,1734,104,1,17,1613
2015,10,13,23,1897,85,5,26,1786
2015,10,14,0,2020,95,5,18,1907
2015,10,14,1,2058,103,5,14,1941
2015,10,14,2,1540,85,1,10,1445
2015,10,14,3,966,43,3,15,908
2015,10,14,4,578,31,1,6,541
2015,10,14,5,318,11,0,3,304
2015,10,14,6,149,7,1,2,140
2015,10,14,7,84,4,1,0,80
2015,10,14,8,73,2,0,0,71
2015,10,14,9,171,10,0,1,160
2015,10,14,10,406,28,1,5,373
2015,10,14,11,804,37,4,5,762
2015,10,14,12,1400,64,1,16,1320
2015,10,14,13,1829,101,5,28,1700
2015,10,14,14,1904,89,5,20,1795
2015,10,14,15,1887,98,6,30,1759
2015,10,14,16,2178,122,7,23,2033
2015,10,14,17,2105,119,3,22,1964
2015,10,14,18,2072,118,4,20,1934
2015,10,14,19,2035,121,5,65,1849
2015,10,14,20,1811,110,11,60,1641
2015,10,14,21,1557,65,1,29,1463
2015,10,14,22,1762,100,2,42,1620
2015,10,14,23,1811,88,4,35,1688
2015,10,15,0,1705,87,5,30,1588
2015,10,15,1,1778,87,3,31,1660
2015,10,15,2,1478,64,0,12,1402
2015,10,15,3,1161,43,2,5,1113
2015,10,15,4,617,27,2,1,589
2015,10,15,5,336,14,0,2,320
2015,10,15,6,145,7,0,2,136
2015,10,15,7,129,6,0,2,121
2015,10,15,8,92,12,1,0,80
2015,10,15,9,196,8,0,3,185
2015,10,15,10,456,22,2,3,431
2015,10,15,11,901,37,1,14,850
2015,10,15,12,1459,69,2,13,1377
2015,10,15,13,1716,84,6,31,1601
2015,10,15,14,2081,103,4,20,1958
2015,10,15,15,1855,93,5,25,1737
2015,10,15,16,1917,101,3,21,1795
2015,10,15,17,2264,122,7,31,2111
2015,10,15,18,1886,98,4,36,1752
2015,10,15,19,1804,95,7,24,1685
2015,10,15,20,1751,96,4,28,1627
2015,10,15,21,1507,81,2,19,1407
2015,10,15,22,1553,66,0,22,1465
2015,10,15,23,1614,54,3,18,1542
2015,10,16,0,1601,84,2,21,1496
2015,10,16,1,1667,122,2,25,1520
2015,10,16,2,1525,66,3,29,1430
2015,10,16,3,1006,60,1,9,937
2015,10,16,4,567,28,0,3,536
2015,10,16,5,247,15,1,3,229
2015,10,16,6,124,13,0,0,111
2015,10,16,7,108,5,0,2,101
2015,10,16,8,83,3,0,1,79
2015,10,16,9,209,9,1,4,196
2015,10,16,10,539,28,0,3,508
2015,10,16,11,898,40,2,8,850
2015,10,16,12,1482,57,0,16,1409
2015,10,16,13,1762,90,3,25,1647
2015,10,16,14,1969,92,1,16,1861
2015,10,16,15,1676,79,2,21,1576
2015,10,16,16,1579,91,7,18,1470
2015,10,16,17,1861,102,8,25,1734
2015,10,16,18,1752,107,4,24,1621
